,Prognosis,Prog_obj
2187,32,Paralysis (brain hemorrhage)
2188,32,Paralysis (brain hemorrhage)
2189,32,Paralysis (brain hemorrhage)
2190,28,Jaundice
2191,28,Jaundice
2192,28,Jaundice
2193,28,Jaundice
2194,28,Jaundice
2195,28,Jaundice
2196,28,Jaundice
2197,28,Jaundice
2198,28,Jaundice
2199,28,Jaundice
2200,29,Malaria
2201,29,Malaria
2202,29,Malaria
2203,29,Malaria
2204,29,Malaria
2205,29,Malaria
2206,29,Malaria
2207,29,Malaria
2208,29,Malaria
2209,29,Malaria
2210,8,Chicken pox
2211,8,Chicken pox
2212,8,Chicken pox
2213,8,Chicken pox
2214,8,Chicken pox
2215,8,Chicken pox
2216,8,Chicken pox
2217,8,Chicken pox
2218,8,Chicken pox
2219,8,Chicken pox
2220,11,Dengue
2221,11,Dengue
2222,11,Dengue
2223,11,Dengue
2224,11,Dengue
2225,11,Dengue
2226,11,Dengue
2227,11,Dengue
2228,11,Dengue
2229,11,Dengue
2230,37,Typhoid
2231,37,Typhoid
2232,37,Typhoid
2233,37,Typhoid
2234,37,Typhoid
2235,37,Typhoid
2236,37,Typhoid
2237,37,Typhoid
2238,37,Typhoid
2239,37,Typhoid
2240,40,hepatitis A
2241,40,hepatitis A
2242,40,hepatitis A
2243,40,hepatitis A
2244,40,hepatitis A
2245,40,hepatitis A
2246,40,hepatitis A
2247,40,hepatitis A
2248,40,hepatitis A
2249,40,hepatitis A
2250,19,Hepatitis B
2251,19,Hepatitis B
2252,19,Hepatitis B
2253,19,Hepatitis B
2254,19,Hepatitis B
2255,19,Hepatitis B
2256,19,Hepatitis B
2257,19,Hepatitis B
2258,19,Hepatitis B
2259,19,Hepatitis B
2260,20,Hepatitis C
2261,20,Hepatitis C
2262,20,Hepatitis C
2263,20,Hepatitis C
2264,20,Hepatitis C
2265,20,Hepatitis C
2266,20,Hepatitis C
2267,20,Hepatitis C
2268,20,Hepatitis C
2269,20,Hepatitis C
2270,21,Hepatitis D
2271,21,Hepatitis D
2272,21,Hepatitis D
2273,21,Hepatitis D
2274,21,Hepatitis D
2275,21,Hepatitis D
2276,21,Hepatitis D
2277,21,Hepatitis D
2278,21,Hepatitis D
2279,21,Hepatitis D
2280,22,Hepatitis E
2281,22,Hepatitis E
2282,22,Hepatitis E
2283,22,Hepatitis E
2284,22,Hepatitis E
2285,22,Hepatitis E
2286,22,Hepatitis E
2287,22,Hepatitis E
2288,22,Hepatitis E
2289,22,Hepatitis E
2290,3,Alcoholic hepatitis
2291,3,Alcoholic hepatitis
2292,3,Alcoholic hepatitis
2293,3,Alcoholic hepatitis
2294,3,Alcoholic hepatitis
2295,3,Alcoholic hepatitis
2296,3,Alcoholic hepatitis
2297,3,Alcoholic hepatitis
2298,3,Alcoholic hepatitis
2299,3,Alcoholic hepatitis
2300,36,Tuberculosis
2301,36,Tuberculosis
2302,36,Tuberculosis
2303,36,Tuberculosis
2304,36,Tuberculosis
2305,36,Tuberculosis
2306,36,Tuberculosis
2307,36,Tuberculosis
2308,36,Tuberculosis
2309,36,Tuberculosis
2310,10,Common Cold
2311,10,Common Cold
2312,10,Common Cold
2313,10,Common Cold
2314,10,Common Cold
2315,10,Common Cold
2316,10,Common Cold
2317,10,Common Cold
2318,10,Common Cold
2319,10,Common Cold
2320,34,Pneumonia
2321,34,Pneumonia
2322,34,Pneumonia
2323,34,Pneumonia
2324,34,Pneumonia
2325,34,Pneumonia
2326,34,Pneumonia
2327,34,Pneumonia
2328,34,Pneumonia
2329,34,Pneumonia
2330,13,Dimorphic hemmorhoids(piles)
2331,13,Dimorphic hemmorhoids(piles)
2332,13,Dimorphic hemmorhoids(piles)
2333,13,Dimorphic hemmorhoids(piles)
2334,13,Dimorphic hemmorhoids(piles)
2335,13,Dimorphic hemmorhoids(piles)
2336,13,Dimorphic hemmorhoids(piles)
2337,13,Dimorphic hemmorhoids(piles)
2338,13,Dimorphic hemmorhoids(piles)
2339,13,Dimorphic hemmorhoids(piles)
2340,18,Heart attack
2341,18,Heart attack
2342,18,Heart attack
2343,18,Heart attack
2344,18,Heart attack
2345,18,Heart attack
2346,18,Heart attack
2347,18,Heart attack
2348,18,Heart attack
2349,18,Heart attack
2350,39,Varicose veins
2351,39,Varicose veins
2352,39,Varicose veins
2353,39,Varicose veins
2354,39,Varicose veins
2355,39,Varicose veins
2356,39,Varicose veins
2357,39,Varicose veins
2358,39,Varicose veins
2359,39,Varicose veins
2360,26,Hypothyroidism
2361,26,Hypothyroidism
2362,26,Hypothyroidism
2363,26,Hypothyroidism
2364,26,Hypothyroidism
2365,26,Hypothyroidism
2366,26,Hypothyroidism
2367,26,Hypothyroidism
2368,26,Hypothyroidism
2369,26,Hypothyroidism
2370,24,Hyperthyroidism
2371,24,Hyperthyroidism
2372,24,Hyperthyroidism
2373,24,Hyperthyroidism
2374,24,Hyperthyroidism
2375,24,Hyperthyroidism
2376,24,Hyperthyroidism
2377,24,Hyperthyroidism
2378,24,Hyperthyroidism
2379,24,Hyperthyroidism
2380,25,Hypoglycemia
2381,25,Hypoglycemia
2382,25,Hypoglycemia
2383,25,Hypoglycemia
2384,25,Hypoglycemia
2385,25,Hypoglycemia
2386,25,Hypoglycemia
2387,25,Hypoglycemia
2388,25,Hypoglycemia
2389,25,Hypoglycemia
2390,31,Osteoarthristis
2391,31,Osteoarthristis
2392,31,Osteoarthristis
2393,31,Osteoarthristis
2394,31,Osteoarthristis
2395,31,Osteoarthristis
2396,31,Osteoarthristis
2397,31,Osteoarthristis
2398,31,Osteoarthristis
2399,31,Osteoarthristis
2400,5,Arthritis
2401,5,Arthritis
2402,5,Arthritis
2403,5,Arthritis
2404,5,Arthritis
2405,5,Arthritis
2406,5,Arthritis
2407,5,Arthritis
2408,5,Arthritis
2409,5,Arthritis
2410,0,(vertigo) Paroymsal  Positional Vertigo
2411,0,(vertigo) Paroymsal  Positional Vertigo
2412,0,(vertigo) Paroymsal  Positional Vertigo
2413,0,(vertigo) Paroymsal  Positional Vertigo
2414,0,(vertigo) Paroymsal  Positional Vertigo
2415,0,(vertigo) Paroymsal  Positional Vertigo
2416,0,(vertigo) Paroymsal  Positional Vertigo
2417,0,(vertigo) Paroymsal  Positional Vertigo
2418,0,(vertigo) Paroymsal  Positional Vertigo
2419,0,(vertigo) Paroymsal  Positional Vertigo
2420,2,Acne
2421,2,Acne
2422,2,Acne
2423,2,Acne
2424,2,Acne
2425,2,Acne
2426,2,Acne
2427,2,Acne
2428,2,Acne
2429,2,Acne
2430,38,Urinary tract infection
2431,38,Urinary tract infection
2432,38,Urinary tract infection
2433,38,Urinary tract infection
2434,38,Urinary tract infection
2435,38,Urinary tract infection
2436,38,Urinary tract infection
2437,38,Urinary tract infection
2438,38,Urinary tract infection
2439,38,Urinary tract infection
2440,35,Psoriasis
2441,35,Psoriasis
2442,35,Psoriasis
2443,35,Psoriasis
2444,35,Psoriasis
2445,35,Psoriasis
2446,35,Psoriasis
2447,35,Psoriasis
2448,35,Psoriasis
2449,35,Psoriasis
2450,27,Impetigo
2451,27,Impetigo
2452,27,Impetigo
2453,27,Impetigo
2454,27,Impetigo
2455,27,Impetigo
2456,27,Impetigo
2457,27,Impetigo
2458,27,Impetigo
2459,27,Impetigo
2460,15,Fungal infection
2461,4,Allergy
2462,16,GERD
2463,9,Chronic cholestasis
2464,14,Drug Reaction
2465,33,Peptic ulcer diseae
2466,1,AIDS
2467,12,Diabetes 
2468,17,Gastroenteritis
2469,6,Bronchial Asthma
2470,23,Hypertension 
2471,30,Migraine
2472,7,Cervical spondylosis
2473,32,Paralysis (brain hemorrhage)
2474,28,Jaundice
2475,29,Malaria
2476,8,Chicken pox
2477,11,Dengue
2478,37,Typhoid
2479,40,hepatitis A
2480,19,Hepatitis B
2481,20,Hepatitis C
2482,21,Hepatitis D
2483,22,Hepatitis E
2484,3,Alcoholic hepatitis
2485,36,Tuberculosis
2486,10,Common Cold
2487,34,Pneumonia
2488,13,Dimorphic hemmorhoids(piles)
2489,18,Heart attack
2490,39,Varicose veins
2491,26,Hypothyroidism
2492,24,Hyperthyroidism
2493,25,Hypoglycemia
2494,31,Osteoarthristis
2495,5,Arthritis
2496,0,(vertigo) Paroymsal  Positional Vertigo
2497,2,Acne
2498,38,Urinary tract infection
2499,35,Psoriasis
2500,27,Impetigo
2501,15,Fungal infection
2502,4,Allergy
2503,16,GERD
2504,9,Chronic cholestasis
2505,14,Drug Reaction
2506,33,Peptic ulcer diseae
2507,1,AIDS
2508,12,Diabetes 
2509,17,Gastroenteritis
2510,6,Bronchial Asthma
2511,23,Hypertension 
2512,30,Migraine
2513,7,Cervical spondylosis
2514,32,Paralysis (brain hemorrhage)
2515,28,Jaundice
2516,29,Malaria
2517,8,Chicken pox
2518,11,Dengue
2519,37,Typhoid
2520,40,hepatitis A
2521,19,Hepatitis B
2522,20,Hepatitis C
2523,21,Hepatitis D
2524,22,Hepatitis E
2525,3,Alcoholic hepatitis
2526,36,Tuberculosis
2527,10,Common Cold
2528,34,Pneumonia
2529,13,Dimorphic hemmorhoids(piles)
2530,18,Heart attack
2531,39,Varicose veins
2532,26,Hypothyroidism
2533,24,Hyperthyroidism
2534,25,Hypoglycemia
2535,31,Osteoarthristis
2536,5,Arthritis
2537,0,(vertigo) Paroymsal  Positional Vertigo
2538,2,Acne
2539,38,Urinary tract infection
2540,35,Psoriasis
2541,27,Impetigo
2542,15,Fungal infection
2543,4,Allergy
2544,16,GERD
2545,9,Chronic cholestasis
2546,14,Drug Reaction
2547,33,Peptic ulcer diseae
2548,1,AIDS
2549,12,Diabetes 
2550,17,Gastroenteritis
2551,6,Bronchial Asthma
2552,23,Hypertension 
2553,30,Migraine
2554,7,Cervical spondylosis
2555,32,Paralysis (brain hemorrhage)
2556,28,Jaundice
2557,29,Malaria
2558,8,Chicken pox
2559,11,Dengue
2560,37,Typhoid
2561,40,hepatitis A
2562,19,Hepatitis B
2563,20,Hepatitis C
2564,21,Hepatitis D
2565,22,Hepatitis E
2566,3,Alcoholic hepatitis
2567,36,Tuberculosis
2568,10,Common Cold
2569,34,Pneumonia
2570,13,Dimorphic hemmorhoids(piles)
2571,18,Heart attack
2572,39,Varicose veins
2573,26,Hypothyroidism
2574,24,Hyperthyroidism
2575,25,Hypoglycemia
2576,31,Osteoarthristis
2577,5,Arthritis
2578,0,(vertigo) Paroymsal  Positional Vertigo
2579,2,Acne
2580,38,Urinary tract infection
2581,35,Psoriasis
2582,27,Impetigo
2583,15,Fungal infection
2584,4,Allergy
2585,16,GERD
2586,9,Chronic cholestasis
2587,14,Drug Reaction
2588,33,Peptic ulcer diseae
2589,1,AIDS
2590,12,Diabetes 
2591,17,Gastroenteritis
2592,6,Bronchial Asthma
2593,23,Hypertension 
2594,30,Migraine
2595,7,Cervical spondylosis
2596,32,Paralysis (brain hemorrhage)
2597,28,Jaundice
2598,29,Malaria
2599,8,Chicken pox
2600,11,Dengue
2601,37,Typhoid
2602,40,hepatitis A
2603,19,Hepatitis B
2604,20,Hepatitis C
2605,21,Hepatitis D
2606,22,Hepatitis E
2607,3,Alcoholic hepatitis
2608,36,Tuberculosis
2609,10,Common Cold
2610,34,Pneumonia
2611,13,Dimorphic hemmorhoids(piles)
2612,18,Heart attack
2613,39,Varicose veins
2614,26,Hypothyroidism
2615,24,Hyperthyroidism
2616,25,Hypoglycemia
2617,31,Osteoarthristis
2618,5,Arthritis
2619,0,(vertigo) Paroymsal  Positional Vertigo
2620,2,Acne
2621,38,Urinary tract infection
2622,35,Psoriasis
2623,27,Impetigo
2624,15,Fungal infection
2625,4,Allergy
2626,16,GERD
2627,9,Chronic cholestasis
2628,14,Drug Reaction
2629,33,Peptic ulcer diseae
2630,1,AIDS
2631,12,Diabetes 
2632,17,Gastroenteritis
2633,6,Bronchial Asthma
2634,23,Hypertension 
2635,30,Migraine
2636,7,Cervical spondylosis
2637,32,Paralysis (brain hemorrhage)
2638,28,Jaundice
2639,29,Malaria
2640,8,Chicken pox
2641,11,Dengue
2642,37,Typhoid
2643,40,hepatitis A
2644,19,Hepatitis B
2645,20,Hepatitis C
2646,21,Hepatitis D
2647,22,Hepatitis E
2648,3,Alcoholic hepatitis
2649,36,Tuberculosis
2650,10,Common Cold
2651,34,Pneumonia
2652,13,Dimorphic hemmorhoids(piles)
2653,18,Heart attack
2654,39,Varicose veins
2655,26,Hypothyroidism
2656,24,Hyperthyroidism
2657,25,Hypoglycemia
2658,31,Osteoarthristis
2659,5,Arthritis
2660,0,(vertigo) Paroymsal  Positional Vertigo
2661,2,Acne
2662,38,Urinary tract infection
2663,35,Psoriasis
2664,27,Impetigo
2665,15,Fungal infection
2666,4,Allergy
2667,16,GERD
2668,9,Chronic cholestasis
2669,14,Drug Reaction
2670,33,Peptic ulcer diseae
2671,1,AIDS
2672,12,Diabetes 
2673,17,Gastroenteritis
2674,6,Bronchial Asthma
2675,23,Hypertension 
2676,30,Migraine
2677,7,Cervical spondylosis
2678,32,Paralysis (brain hemorrhage)
2679,28,Jaundice
2680,29,Malaria
2681,8,Chicken pox
2682,11,Dengue
2683,37,Typhoid
2684,40,hepatitis A
2685,19,Hepatitis B
2686,20,Hepatitis C
2687,21,Hepatitis D
2688,22,Hepatitis E
2689,3,Alcoholic hepatitis
2690,36,Tuberculosis
2691,10,Common Cold
2692,34,Pneumonia
2693,13,Dimorphic hemmorhoids(piles)
2694,18,Heart attack
2695,39,Varicose veins
2696,26,Hypothyroidism
2697,24,Hyperthyroidism
2698,25,Hypoglycemia
2699,31,Osteoarthristis
2700,5,Arthritis
2701,0,(vertigo) Paroymsal  Positional Vertigo
2702,2,Acne
2703,38,Urinary tract infection
2704,35,Psoriasis
2705,27,Impetigo
2706,15,Fungal infection
2707,4,Allergy
2708,16,GERD
2709,9,Chronic cholestasis
2710,14,Drug Reaction
2711,33,Peptic ulcer diseae
2712,1,AIDS
2713,12,Diabetes 
2714,17,Gastroenteritis
2715,6,Bronchial Asthma
2716,23,Hypertension 
2717,30,Migraine
2718,7,Cervical spondylosis
2719,32,Paralysis (brain hemorrhage)
2720,28,Jaundice
2721,29,Malaria
2722,8,Chicken pox
2723,11,Dengue
2724,37,Typhoid
2725,40,hepatitis A
2726,19,Hepatitis B
2727,20,Hepatitis C
2728,21,Hepatitis D
2729,22,Hepatitis E
2730,3,Alcoholic hepatitis
2731,36,Tuberculosis
2732,10,Common Cold
2733,34,Pneumonia
2734,13,Dimorphic hemmorhoids(piles)
2735,18,Heart attack
2736,39,Varicose veins
2737,26,Hypothyroidism
2738,24,Hyperthyroidism
2739,25,Hypoglycemia
2740,31,Osteoarthristis
2741,5,Arthritis
2742,0,(vertigo) Paroymsal  Positional Vertigo
2743,2,Acne
2744,38,Urinary tract infection
2745,35,Psoriasis
2746,27,Impetigo
2747,15,Fungal infection
2748,4,Allergy
2749,16,GERD
2750,9,Chronic cholestasis
2751,14,Drug Reaction
2752,33,Peptic ulcer diseae
2753,1,AIDS
2754,12,Diabetes 
2755,17,Gastroenteritis
2756,6,Bronchial Asthma
2757,23,Hypertension 
2758,30,Migraine
2759,7,Cervical spondylosis
2760,32,Paralysis (brain hemorrhage)
2761,28,Jaundice
2762,29,Malaria
2763,8,Chicken pox
2764,11,Dengue
2765,37,Typhoid
2766,40,hepatitis A
2767,19,Hepatitis B
2768,20,Hepatitis C
2769,21,Hepatitis D
2770,22,Hepatitis E
2771,3,Alcoholic hepatitis
2772,36,Tuberculosis
2773,10,Common Cold
2774,34,Pneumonia
2775,13,Dimorphic hemmorhoids(piles)
2776,18,Heart attack
2777,39,Varicose veins
2778,26,Hypothyroidism
2779,24,Hyperthyroidism
2780,25,Hypoglycemia
2781,31,Osteoarthristis
2782,5,Arthritis
2783,0,(vertigo) Paroymsal  Positional Vertigo
2784,2,Acne
2785,38,Urinary tract infection
2786,35,Psoriasis
2787,27,Impetigo
2788,15,Fungal infection
2789,4,Allergy
2790,16,GERD
2791,9,Chronic cholestasis
2792,14,Drug Reaction
2793,33,Peptic ulcer diseae
2794,1,AIDS
2795,12,Diabetes 
2796,17,Gastroenteritis
2797,6,Bronchial Asthma
2798,23,Hypertension 
2799,30,Migraine
2800,7,Cervical spondylosis
2801,32,Paralysis (brain hemorrhage)
2802,28,Jaundice
2803,29,Malaria
2804,8,Chicken pox
2805,11,Dengue
2806,37,Typhoid
2807,40,hepatitis A
2808,19,Hepatitis B
2809,20,Hepatitis C
2810,21,Hepatitis D
2811,22,Hepatitis E
2812,3,Alcoholic hepatitis
2813,36,Tuberculosis
2814,10,Common Cold
2815,34,Pneumonia
2816,13,Dimorphic hemmorhoids(piles)
2817,18,Heart attack
2818,39,Varicose veins
2819,26,Hypothyroidism
2820,24,Hyperthyroidism
2821,25,Hypoglycemia
2822,31,Osteoarthristis
2823,5,Arthritis
2824,0,(vertigo) Paroymsal  Positional Vertigo
2825,2,Acne
2826,38,Urinary tract infection
2827,35,Psoriasis
2828,27,Impetigo
2829,15,Fungal infection
2830,4,Allergy
2831,16,GERD
2832,9,Chronic cholestasis
2833,14,Drug Reaction
2834,33,Peptic ulcer diseae
2835,1,AIDS
2836,12,Diabetes 
2837,17,Gastroenteritis
2838,6,Bronchial Asthma
2839,23,Hypertension 
2840,30,Migraine
2841,7,Cervical spondylosis
2842,32,Paralysis (brain hemorrhage)
2843,28,Jaundice
2844,29,Malaria
2845,8,Chicken pox
2846,11,Dengue
2847,37,Typhoid
2848,40,hepatitis A
2849,19,Hepatitis B
2850,20,Hepatitis C
2851,21,Hepatitis D
2852,22,Hepatitis E
2853,3,Alcoholic hepatitis
2854,36,Tuberculosis
2855,10,Common Cold
2856,34,Pneumonia
2857,13,Dimorphic hemmorhoids(piles)
2858,18,Heart attack
2859,39,Varicose veins
2860,26,Hypothyroidism
2861,24,Hyperthyroidism
2862,25,Hypoglycemia
2863,31,Osteoarthristis
2864,5,Arthritis
2865,0,(vertigo) Paroymsal  Positional Vertigo
2866,2,Acne
2867,38,Urinary tract infection
2868,35,Psoriasis
2869,27,Impetigo
2870,15,Fungal infection
2871,4,Allergy
2872,16,GERD
2873,9,Chronic cholestasis
2874,14,Drug Reaction
2875,33,Peptic ulcer diseae
2876,1,AIDS
2877,12,Diabetes 
2878,17,Gastroenteritis
2879,6,Bronchial Asthma
2880,23,Hypertension 
2881,30,Migraine
2882,7,Cervical spondylosis
2883,32,Paralysis (brain hemorrhage)
2884,28,Jaundice
2885,29,Malaria
2886,8,Chicken pox
2887,11,Dengue
2888,37,Typhoid
2889,40,hepatitis A
2890,19,Hepatitis B
2891,20,Hepatitis C
2892,21,Hepatitis D
2893,22,Hepatitis E
2894,3,Alcoholic hepatitis
2895,36,Tuberculosis
2896,10,Common Cold
2897,34,Pneumonia
2898,13,Dimorphic hemmorhoids(piles)
2899,18,Heart attack
2900,39,Varicose veins
2901,26,Hypothyroidism
2902,24,Hyperthyroidism
2903,25,Hypoglycemia
2904,31,Osteoarthristis
2905,5,Arthritis
2906,0,(vertigo) Paroymsal  Positional Vertigo
2907,2,Acne
2908,38,Urinary tract infection
2909,35,Psoriasis
2910,27,Impetigo
2911,15,Fungal infection
2912,4,Allergy
2913,16,GERD
2914,9,Chronic cholestasis
2915,14,Drug Reaction
2916,33,Peptic ulcer diseae
2917,1,AIDS
2918,12,Diabetes 
2919,17,Gastroenteritis
2920,6,Bronchial Asthma
2921,23,Hypertension 
2922,30,Migraine
2923,7,Cervical spondylosis
2924,32,Paralysis (brain hemorrhage)
2925,28,Jaundice
2926,29,Malaria
2927,8,Chicken pox
2928,11,Dengue
2929,37,Typhoid
2930,40,hepatitis A
2931,19,Hepatitis B
2932,20,Hepatitis C
2933,21,Hepatitis D
2934,22,Hepatitis E
2935,3,Alcoholic hepatitis
2936,36,Tuberculosis
2937,10,Common Cold
2938,34,Pneumonia
2939,13,Dimorphic hemmorhoids(piles)
2940,18,Heart attack
2941,39,Varicose veins
2942,26,Hypothyroidism
2943,24,Hyperthyroidism
2944,25,Hypoglycemia
2945,31,Osteoarthristis
2946,5,Arthritis
2947,0,(vertigo) Paroymsal  Positional Vertigo
2948,2,Acne
2949,38,Urinary tract infection
2950,35,Psoriasis
2951,27,Impetigo
2952,15,Fungal infection
2953,4,Allergy
2954,16,GERD
2955,9,Chronic cholestasis
2956,14,Drug Reaction
2957,33,Peptic ulcer diseae
2958,1,AIDS
2959,12,Diabetes 
2960,17,Gastroenteritis
2961,6,Bronchial Asthma
2962,23,Hypertension 
2963,30,Migraine
2964,7,Cervical spondylosis
2965,32,Paralysis (brain hemorrhage)
2966,28,Jaundice
2967,29,Malaria
2968,8,Chicken pox
2969,11,Dengue
2970,37,Typhoid
2971,40,hepatitis A
2972,19,Hepatitis B
2973,20,Hepatitis C
2974,21,Hepatitis D
2975,22,Hepatitis E
2976,3,Alcoholic hepatitis
2977,36,Tuberculosis
2978,10,Common Cold
2979,34,Pneumonia
2980,13,Dimorphic hemmorhoids(piles)
2981,18,Heart attack
2982,39,Varicose veins
2983,26,Hypothyroidism
2984,24,Hyperthyroidism
2985,25,Hypoglycemia
2986,31,Osteoarthristis
2987,5,Arthritis
2988,0,(vertigo) Paroymsal  Positional Vertigo
2989,2,Acne
2990,38,Urinary tract infection
2991,35,Psoriasis
2992,27,Impetigo
2993,15,Fungal infection
2994,4,Allergy
2995,16,GERD
2996,9,Chronic cholestasis
2997,14,Drug Reaction
2998,33,Peptic ulcer diseae
2999,1,AIDS
3000,12,Diabetes 
3001,17,Gastroenteritis
3002,6,Bronchial Asthma
3003,23,Hypertension 
3004,30,Migraine
3005,7,Cervical spondylosis
3006,32,Paralysis (brain hemorrhage)
3007,28,Jaundice
3008,29,Malaria
3009,8,Chicken pox
3010,11,Dengue
3011,37,Typhoid
3012,40,hepatitis A
3013,19,Hepatitis B
3014,20,Hepatitis C
3015,21,Hepatitis D
3016,22,Hepatitis E
3017,3,Alcoholic hepatitis
3018,36,Tuberculosis
3019,10,Common Cold
3020,34,Pneumonia
3021,13,Dimorphic hemmorhoids(piles)
3022,18,Heart attack
3023,39,Varicose veins
3024,26,Hypothyroidism
3025,24,Hyperthyroidism
3026,25,Hypoglycemia
3027,31,Osteoarthristis
3028,5,Arthritis
3029,0,(vertigo) Paroymsal  Positional Vertigo
3030,2,Acne
3031,38,Urinary tract infection
3032,35,Psoriasis
3033,27,Impetigo
3034,15,Fungal infection
3035,4,Allergy
3036,16,GERD
3037,9,Chronic cholestasis
3038,14,Drug Reaction
3039,33,Peptic ulcer diseae
3040,1,AIDS
3041,12,Diabetes 
3042,17,Gastroenteritis
3043,6,Bronchial Asthma
3044,23,Hypertension 
3045,30,Migraine
3046,7,Cervical spondylosis
3047,32,Paralysis (brain hemorrhage)
3048,28,Jaundice
3049,29,Malaria
3050,8,Chicken pox
3051,11,Dengue
3052,37,Typhoid
3053,40,hepatitis A
3054,19,Hepatitis B
3055,20,Hepatitis C
3056,21,Hepatitis D
3057,22,Hepatitis E
3058,3,Alcoholic hepatitis
3059,36,Tuberculosis
3060,10,Common Cold
3061,34,Pneumonia
3062,13,Dimorphic hemmorhoids(piles)
3063,18,Heart attack
3064,39,Varicose veins
3065,26,Hypothyroidism
3066,24,Hyperthyroidism
3067,25,Hypoglycemia
3068,31,Osteoarthristis
3069,5,Arthritis
3070,0,(vertigo) Paroymsal  Positional Vertigo
3071,2,Acne
3072,38,Urinary tract infection
3073,35,Psoriasis
3074,27,Impetigo
3075,15,Fungal infection
3076,4,Allergy
3077,16,GERD
3078,9,Chronic cholestasis
3079,14,Drug Reaction
3080,33,Peptic ulcer diseae
3081,1,AIDS
3082,12,Diabetes 
3083,17,Gastroenteritis
3084,6,Bronchial Asthma
3085,23,Hypertension 
3086,30,Migraine
3087,7,Cervical spondylosis
3088,32,Paralysis (brain hemorrhage)
3089,28,Jaundice
3090,29,Malaria
3091,8,Chicken pox
3092,11,Dengue
3093,37,Typhoid
3094,40,hepatitis A
3095,19,Hepatitis B
3096,20,Hepatitis C
3097,21,Hepatitis D
3098,22,Hepatitis E
3099,3,Alcoholic hepatitis
3100,36,Tuberculosis
3101,10,Common Cold
3102,34,Pneumonia
3103,13,Dimorphic hemmorhoids(piles)
3104,18,Heart attack
3105,39,Varicose veins
3106,26,Hypothyroidism
3107,24,Hyperthyroidism
3108,25,Hypoglycemia
3109,31,Osteoarthristis
3110,5,Arthritis
3111,0,(vertigo) Paroymsal  Positional Vertigo
3112,2,Acne
3113,38,Urinary tract infection
3114,35,Psoriasis
3115,27,Impetigo
3116,15,Fungal infection
3117,4,Allergy
3118,16,GERD
3119,9,Chronic cholestasis
3120,14,Drug Reaction
3121,33,Peptic ulcer diseae
3122,1,AIDS
3123,12,Diabetes 
3124,17,Gastroenteritis
3125,6,Bronchial Asthma
3126,23,Hypertension 
3127,30,Migraine
3128,7,Cervical spondylosis
3129,32,Paralysis (brain hemorrhage)
3130,28,Jaundice
3131,29,Malaria
3132,8,Chicken pox
3133,11,Dengue
3134,37,Typhoid
3135,40,hepatitis A
3136,19,Hepatitis B
3137,20,Hepatitis C
3138,21,Hepatitis D
3139,22,Hepatitis E
3140,3,Alcoholic hepatitis
3141,36,Tuberculosis
3142,10,Common Cold
3143,34,Pneumonia
3144,13,Dimorphic hemmorhoids(piles)
3145,18,Heart attack
3146,39,Varicose veins
3147,26,Hypothyroidism
3148,24,Hyperthyroidism
3149,25,Hypoglycemia
3150,31,Osteoarthristis
3151,5,Arthritis
3152,0,(vertigo) Paroymsal  Positional Vertigo
3153,2,Acne
3154,38,Urinary tract infection
3155,35,Psoriasis
3156,27,Impetigo
3157,15,Fungal infection
3158,4,Allergy
3159,16,GERD
3160,9,Chronic cholestasis
3161,14,Drug Reaction
3162,33,Peptic ulcer diseae
3163,1,AIDS
3164,12,Diabetes 
3165,17,Gastroenteritis
3166,6,Bronchial Asthma
3167,23,Hypertension 
3168,30,Migraine
3169,7,Cervical spondylosis
3170,32,Paralysis (brain hemorrhage)
3171,28,Jaundice
3172,29,Malaria
3173,8,Chicken pox
3174,11,Dengue
3175,37,Typhoid
3176,40,hepatitis A
3177,19,Hepatitis B
3178,20,Hepatitis C
3179,21,Hepatitis D
3180,22,Hepatitis E
3181,3,Alcoholic hepatitis
3182,36,Tuberculosis
3183,10,Common Cold
3184,34,Pneumonia
3185,13,Dimorphic hemmorhoids(piles)
3186,18,Heart attack
3187,39,Varicose veins
3188,26,Hypothyroidism
3189,24,Hyperthyroidism
3190,25,Hypoglycemia
3191,31,Osteoarthristis
3192,5,Arthritis
3193,0,(vertigo) Paroymsal  Positional Vertigo
3194,2,Acne
3195,38,Urinary tract infection
3196,35,Psoriasis
3197,27,Impetigo
3198,15,Fungal infection
3199,4,Allergy
3200,16,GERD
3201,9,Chronic cholestasis
3202,14,Drug Reaction
3203,33,Peptic ulcer diseae
3204,1,AIDS
3205,12,Diabetes 
3206,17,Gastroenteritis
3207,6,Bronchial Asthma
3208,23,Hypertension 
3209,30,Migraine
3210,7,Cervical spondylosis
3211,32,Paralysis (brain hemorrhage)
3212,28,Jaundice
3213,29,Malaria
3214,8,Chicken pox
3215,11,Dengue
3216,37,Typhoid
3217,40,hepatitis A
3218,19,Hepatitis B
3219,20,Hepatitis C
3220,21,Hepatitis D
3221,22,Hepatitis E
3222,3,Alcoholic hepatitis
3223,36,Tuberculosis
3224,10,Common Cold
3225,34,Pneumonia
3226,13,Dimorphic hemmorhoids(piles)
3227,18,Heart attack
3228,39,Varicose veins
3229,26,Hypothyroidism
3230,24,Hyperthyroidism
3231,25,Hypoglycemia
3232,31,Osteoarthristis
3233,5,Arthritis
3234,0,(vertigo) Paroymsal  Positional Vertigo
3235,2,Acne
3236,38,Urinary tract infection
3237,35,Psoriasis
3238,27,Impetigo
3239,15,Fungal infection
3240,4,Allergy
